post_id,username,platform,content_type,caption,hashtags,time_of_post,day_of_week,location,followers_count,following_count,likes,comments,shares,saves,video_views,is_sponsored,ad_spend,engagement_rate,popularity_score
D29sgwPtKM,Rz8kOu,Facebook,Text,O6Kj9BfZQyCkxauRE4SqEHZViHBMVl8mTQyK8Ax5gNQL,#flns #rocedfe #khz #begbbaqtj,04:08,Thursday,Toronto,306073.0,4155.0,23683.0,9428.0,540.0,1814.0,,1.0,869.25,0.6586,75.0
z6IYtOt9os,Q3l8sw,TikTok,,mNmpLOQiOpRUlUCGt8p5dEO3h4GLwRm28GH0Pk20Rdyv5h4H4vvpECmR,#jthlnlvgw #hrdzyc,20:22,Sunday,London,259188.0,1680.0,10554.0,497.0,119.0,485.0,357671.0,1.0,203.71,0.3351,38.0
LrSrCMqQH5,lV3Nkq,TikTok,Poll,MbqY2TmtUKbNHcgbdBFYQ1jUjRVnXSYUDhVo4OjE8yqFNKjxQQDqYJt33m61LVp0BRG7qw6R9bgLMsn99V1X,#dronq #gcwgpylovc #tdjts #uhrkudbiu,,Sunday,Mumbai,264273.0,3888.0,14083.0,8425.0,2987.0,433.0,288468.0,0.0,838.23,0.8588,100.0
6XGDFUVrvx,sCinVX,Twitter,Video,Y20NxGDsD7KumO7iGdr2EboxVE5C6uxJMn5dlRBizXdS853Dfqe89BhVAPOeRZwFedpXRwV,#eanlbghvql #rljenxskbt #szebi #umrzzawskh #lwveftt,20:27,Monday,London,677585.0,,38909.0,7991.0,2254.0,576.0,239895.0,1.0,,0.8629,23.0
LoucgU87Ys,ygAAyV,Facebook,Story,m5tbae8MYv6REEonVvndj8E8lyYWd5G81YoG493n,#zswqereode #udbh #heksnhwv #hrxzahygfd #ppdxeyf,21:43,Saturday,Sydney,195871.0,,10590.0,682.0,715.0,1137.0,736606.0,0.0,93.76,0.9384,80.0
PmdsM7Z6Pn,BVsx5F,LinkedIn,Image,FpXmv846nVfOZgW3oC7UWrzdDCztfpRYwR2SZcPAkZG4ywq4cZeW,#attrtrked #bghqdkhin #cmvayz,21:28,,New York,800399.0,313.0,11664.0,6217.0,900.0,,377610.0,1.0,265.79,0.4599,100.0
lyiibDrY81,RMVZKV,LinkedIn,Story,,#jdppnr,18:33,Thursday,Tokyo,106885.0,1128.0,,3072.0,1367.0,135.0,982850.0,0.0,528.05,0.1705,11.0
iw9Yb5Y1Ar,aByGFX,Twitter,Image,tFJxjfJZV385F9Gjrz9NTmNvzyWiqfg3tP5yaihDRxY9v0PpjfBKMAPnNfHIMVH7hIUJVviqgfzfTLU6x4LPiN4M71d0JCHYW,#jdfd,06:41,Friday,Paris,,725.0,13816.0,6111.0,170.0,1298.0,133626.0,0.0,933.41,0.5711,63.0
Cv2LGKK8Z9,j1iojW,Twitter,Video,tE5C9ZXdGUmM7fcXknUbOtNSXQcXDq5a8KO8zdXXQuLM,#xlvwi #kkouyd,,Thursday,Tokyo,763881.0,4500.0,2383.0,5847.0,2068.0,837.0,509045.0,1.0,487.98,0.7897,25.0
J1YOuWNZiM,pkQXZX,Twitter,Story,lLt3zLCYkXUztsbD6JWDEooKkJ8YQQSr9d7KCSeppFBF,#boymngmho #ptg #huwpiqta #zrird,22:27,Wednesday,,934237.0,36.0,25576.0,9510.0,3279.0,979.0,492784.0,1.0,683.91,0.1522,24.0
YWD7fQDwOM,5x8yEM,Instagram,Video,IpqlGo8i8A8SodcZziFDMMobgmaXlLinvmQNOGsBJw9bo2PU3p,#ulqclzgi,05:54,Saturday,Tokyo,440066.0,991.0,23395.0,7932.0,,1383.0,587506.0,0.0,393.98,0.3208,8.0
iPB1AwQfgx,IjLvAV,Facebook,Text,xrWjcTwDmhsm95zhQgVPqvUBulpUlPK,#vkwcecib #hjpy #ewuo #phojghbjo #efchbijs,00:09,Wednesday,Tokyo,525105.0,2388.0,20075.0,6504.0,3693.0,1372.0,228980.0,1.0,14.29,0.9646,25.0
j5M42yjyPY,m6qNm8,LinkedIn,Story,wTNkm6qRCWxYK3hvLANV343mTVHxNKoRFNZr7idYhfq6UWXkq14rXE0VoyIHutWuL,#wgkuke,03:53,Saturday,Toronto,861388.0,4903.0,47006.0,142.0,510.0,1749.0,247872.0,0.0,708.12,0.8686,23.0
yuIcBlSUUA,mPe5kk,Twitter,Story,ej8ipADwQIWVsvwMX0I9qX3Jaf6q6VRfYAkl82WfwZHM18OIsqhw0rdKr7hZ03QExiiWbxqud0j0xOyLVmDhCKeIWjVmS6JqKdfy,#crohsnd,,Saturday,Mumbai,504436.0,2609.0,29193.0,3561.0,3155.0,217.0,881850.0,0.0,898.49,0.5372,3.0
Le1q5jU27Q,qazM2A,TikTok,Poll,,#thrgla #lrcguvoc,13:37,Friday,London,216771.0,,,2813.0,2201.0,962.0,343502.0,1.0,93.95,0.6537,51.0
qBEku87a3P,vmvaWV,Facebook,Story,BUiIz437QYLmdpOJdt6GXhB3r3bfmJkamund,#nbduy #psgww,07:32,Monday,Toronto,618163.0,2579.0,46252.0,3827.0,4415.0,347.0,794727.0,1.0,954.12,0.1785,39.0
XwZ0oZMBpB,jnbUUX,LinkedIn,Video,DZSgRYkbrfQHNCassSgCMGK6yxpAvYsZuFx,,23:12,Friday,Tokyo,,1034.0,20330.0,8560.0,552.0,1113.0,479471.0,,806.9,,76.0
MccsXAbXJs,3W48d0,,Poll,nGXNO3uj6LkI7icTpRj4FPN6H0tCeNrOdZjmePRNsNDOyyjSTqMt11PdHIyt7b,#jvrahjac #jplxzkpe #jpqkymon #naje,08:57,Friday,Paris,651642.0,2602.0,35577.0,9134.0,2059.0,296.0,572108.0,0.0,378.57,0.0008,52.0
6smVwfzAbW,xzU1JW,Instagram,Text,kRR5uhabgs7YIwtWNvwPbCZ,#hzhhxkwedu #gclmhmhk #bkc,19:48,Friday,London,232809.0,473.0,6186.0,6124.0,4215.0,1394.0,732448.0,0.0,122.81,0.9263,83.0
vk2xbv77h7,680wZc,,Text,UZ9aLC7MURayzTm5noJiOgDltgywS6BH69weS7erpJ5lpRfWGFexbTDX6MlGp,#wopcmbksy #wwchcvo #aauelgj #cfyzzzhd,20:24,Thursday,Berlin,506033.0,2817.0,49156.0,1062.0,4459.0,1572.0,366891.0,0.0,821.7,0.6881,63.0
QeVxck9Ljs,Fb669l,Instagram,,tzyXOQKSniOQDatpdkNjcHpcWjy9HGpKZZ,#yvqzxpuiw,00:03,Saturday,Mumbai,690141.0,976.0,21482.0,7311.0,1035.0,555.0,245556.0,0.0,113.06,0.5954,7.0
vc5oUd7xlp,Y8f5uP,Instagram,Text,By9TM2D6ODiuQIjyXFEVAaCxwwMeGDzEUCthjtO3yxqm,#rchyhheos,19:54,Friday,Mumbai,673162.0,1231.0,43910.0,687.0,4753.0,939.0,642046.0,1.0,985.14,0.2021,74.0
4k7yjxqwaA,4lisvt,Instagram,Video,985SmfC8dD61pnWPCKdeFHpnxpFmSU2VxusqdWyy3miAS2yBZHIrRv8xx8M83PzXQu3bbp12XkvJTYE,#vdoshqos #wiqawlg #rfiewgnsum #bibkmogtu #omtxdjeg,08:04,Wednesday,Sydney,,3510.0,11756.0,2066.0,1644.0,1060.0,862628.0,,44.99,0.5164,83.0
ocbIX3AqCZ,J8zRxu,Facebook,Story,JsLAJJriu5utpu2HSuRaW8waSRZxRfP9Q5DcbOupFrJ1U0CwRC,#frulualej #jrs #rpeubm #fvzz,04:20,Sunday,London,222503.0,935.0,30327.0,4280.0,73.0,732.0,634381.0,0.0,12.06,0.6293,74.0
OjS1rMrKtJ,nM12vs,,Poll,HvYW7tiEKC20HAHiY1vRn251xloS2IbmJZnPvErTcteIgUughNbsPkbp4qMT8291SxgPL1B4RxvvBhq,#fiwvblw #jhtuvlx #pbzdtjiyo #cqzgiuy,00:09,Friday,Mumbai,,2104.0,27148.0,9963.0,1092.0,1055.0,793363.0,1.0,18.5,0.4303,54.0
JAkBJAzoeg,3HBmrK,TikTok,Story,nvMBt6xdfBXKKkZR9j816YAkXkiJDWJ9NgBgzcEdbOiL3JFk4oGoMwdpi1k7k8es8XONDjGfUPEHpZgeeUw,#ddhjzhvag #bbavvzs #oisxw #njaiygmddu #ilxfb,08:57,Monday,Berlin,798654.0,2426.0,39894.0,3823.0,3795.0,728.0,729115.0,0.0,837.11,0.7925,89.0
Lr6WTWe1XE,kJpQlb,Twitter,Image,5Z5T8JcYO12c5gvLV7jZOLkV6wgH9SNDpmpvX,#bzhsrg #eizord,13:07,Monday,Toronto,522950.0,4925.0,34601.0,7450.0,3913.0,1589.0,12059.0,,189.11,0.3195,44.0
HfIUCsoAnP,XI4m95,LinkedIn,Poll,2Cq2mM6pdLL30n7BnD04PlOhQkVPMjfFNPDP1uXC5ZTEH6ZlpXmB2BfA1eJfHRtq0ZiYf0JGeqDAUAlxGR,#eosaqbhzu #tocztp #sps #xymcqkkrqt,,,Paris,70795.0,2028.0,16345.0,4952.0,3691.0,838.0,407265.0,,753.94,0.9382,53.0
,4R752d,TikTok,Text,PoRQEIWuYp4lUk9LwWwMZzFynbDjliOWB9Pyegvc1O7pyxlua9Y1,#vdbde #lzwufhsgzc,15:56,Monday,Berlin,465994.0,3628.0,32020.0,6843.0,4146.0,317.0,411318.0,0.0,570.71,0.9749,81.0
FvoaGyQEvd,IKiU35,LinkedIn,Story,esYDMpvVa1a2BA1PCCFiX,#mbc,14:00,Monday,Sydney,724751.0,2550.0,26573.0,1734.0,2905.0,212.0,,0.0,291.64,0.0992,42.0
p1lHnKg7Vy,EVsCEo,,Video,zoSElziIDnlabRuLuOwXIuHzS8Aoiih4kRwWQ29WdUxb1jz,#aswlb #ulzxwcc #yzkilyc #bxzgquid,07:55,Friday,Toronto,975187.0,3157.0,39204.0,2110.0,432.0,203.0,160176.0,1.0,509.24,0.9625,48.0
DS9Uu6G5RX,4xomXB,Facebook,Video,pe1X3yEg5zdafRtsCXgRn,#esznvpwhhb,20:03,Monday,New York,87662.0,4373.0,45773.0,1914.0,1602.0,1223.0,322487.0,1.0,298.2,0.4161,20.0
uAJrfaxJbv,FcWmMt,Facebook,Image,FHPuuZ6bm96nAtLmSGKu65QSaeKSSc1q3chXuuIyzS9npRW0Mfgr7PyOW92BuMu3h4rjWuBpMqkiknSeYL8BBlrMMDc,#xrdv #khinzyvka #flyelaol,20:24,,Sydney,582791.0,3695.0,21591.0,9103.0,4682.0,185.0,937457.0,1.0,669.53,0.0143,87.0
JfqH69tuzV,dsvou0,,Text,jBfXFyiUKZwk8fBM5LWFr4ANTZOnkkHCUIMXuks2W,#briuzterk,19:23,Saturday,,442441.0,3741.0,45199.0,9214.0,2498.0,,797982.0,1.0,858.09,0.1543,74.0
sMsYJEu0gW,2a7lqU,,Image,LrdQ4wLC1fnRugoFcVOVrKSm4aeduSqz0GON3PgHAD9pXECwLuTS53qehSzhXkiHa3V2Xm8XkLoceug93FkiznJEwqC,,22:38,Friday,,19637.0,1564.0,39646.0,8354.0,,411.0,536629.0,,378.57,,51.0
paUOqFvJ6y,oD7FMA,LinkedIn,Story,BFoQX7kLT03gHZZEkl657hbOdmL8t95ZsuWm6,#wgzjd,17:30,Thursday,Berlin,,423.0,36334.0,3808.0,958.0,1302.0,307636.0,1.0,643.62,0.1678,73.0
iaPW5PY3H4,4DR4Jn,LinkedIn,Image,USgsGpO2n7hgBNjoIj78izKNptSG5ONmmuUnkFgF64mtLe59,#aicxigeftt #nvrtlvr,19:12,Thursday,Berlin,803830.0,4201.0,43763.0,7657.0,4539.0,225.0,151320.0,1.0,590.94,0.4614,94.0
wvcadX2t0M,bGWkLM,,Poll,,#tcfhi #quk #qqqvl,05:03,Saturday,Tokyo,,2902.0,49689.0,4149.0,1795.0,1130.0,800545.0,0.0,,0.6139,31.0
rDi7VN2q24,Kb2WcZ,Facebook,Image,yjsRFomIJoiuaVse6ccdF3TTtrOQ69AqaKKVCE8hl1MQbuJWlTlt5pcBkVNcECqNTAFYpnmLVUFWDanL3AAkxKDiIY6,#irg,11:41,Thursday,London,271877.0,731.0,28618.0,1519.0,734.0,287.0,,1.0,807.98,,86.0
k8VjX0vNyB,lza6E5,Instagram,Text,lsJBT8Q22FIGG5s2Sq2ZwZRNrtLEfQ7ICAAl0G4K2iFYO2uOpu,#zmkjrq #epsli #jfnf,20:41,Thursday,Toronto,285871.0,2090.0,43522.0,7537.0,2325.0,1120.0,207381.0,1.0,228.97,0.4403,8.0
VlLrJN3LOl,3NJvfL,TikTok,Video,tJgq0nCgBaMsCSqKl1XT9lkupbP1vmCBvoMkxdieojPcSBzIaFkwu49kmbt0F6KeG6UVWRRrcHWPZlVePHrJNizY1R8E,#kre #vuga #cnfr #qjmjnnv,08:38,Friday,,609614.0,85.0,19077.0,5611.0,4585.0,,832379.0,1.0,487.26,0.8245,27.0
cKj4rv7vxL,pdTYqG,Instagram,Story,n9D85SNAItKcWUS7CXr1i1nyia5ELp0HJ4Cfsn0RMAKnGaEA1hbZ7ZP1hl5O9ByjJm,#ehpdmtbzl,06:37,Tuesday,Tokyo,363274.0,,32875.0,9460.0,2326.0,999.0,24257.0,0.0,429.74,0.4066,7.0
pEIZzDHVKB,BQZdZP,TikTok,Video,Ht4yQIAiaje01pAYJJQUlD48c2vqAty3oJvSPukyqaEs6ZmXeqrWGJd0OJ0hS1kND32d,#wfpdmrrghr,16:02,Wednesday,Toronto,199882.0,2168.0,16725.0,825.0,1055.0,556.0,637096.0,1.0,531.93,0.0781,33.0
qnuGB1WokU,utAwBW,Instagram,Story,,#ghtbgafko,11:04,Tuesday,Mumbai,947556.0,358.0,23484.0,1944.0,,358.0,427342.0,0.0,143.3,0.8015,53.0
Ujfc6moNr3,PeZYe8,Twitter,Story,,#vwseoqhxfm #pnmyx #xuys,,Thursday,London,263444.0,4478.0,6921.0,1443.0,4947.0,1030.0,332767.0,0.0,520.91,0.4481,74.0
bqgQzp5EDl,NvWpiN,Instagram,Text,t841SoF6zgWm6Dm7v0i4qNShXvLWxURo5NgS,#gcivjl,13:15,Friday,Mumbai,943213.0,788.0,319.0,2477.0,977.0,769.0,571448.0,1.0,225.36,0.6779,15.0
PXnAx7LmA5,1snrxm,Instagram,,wMAb6S11BNRXpiZYICMiKBkiFTUMWvo,#ood #qdgfq #sfezo #kfvmt,23:31,Tuesday,Berlin,30413.0,2821.0,27332.0,4136.0,4440.0,847.0,234110.0,1.0,5.35,0.608,48.0
Ys0BoLxd5N,V7HHmk,TikTok,Story,hgloqp04qXu3wZR2ZPCpUTV2GHzWf8pXOnO9TDvepPFvX7M,#rfpz #dobjkqi #uiogezgt #hdiars,12:16,Saturday,Paris,847464.0,,4735.0,3499.0,4423.0,211.0,27097.0,1.0,536.63,0.6175,28.0
kwBdoyL7z1,,Instagram,Image,czFbU5D8qF6sfXDJ7p5VLIViAPvS3XN4N,#lxl,03:44,Wednesday,Mumbai,815991.0,4764.0,1425.0,5693.0,4129.0,1078.0,678707.0,1.0,747.31,0.9512,92.0
sRuiWr4F77,0dYogW,Twitter,Story,amuCa75rIcpNcOKKDKppYeNeyk7F93cTLO645G5Z2fighsL41yerKgihpEPWyCkdEdDvAPOp,#itlux,14:52,Thursday,Mumbai,665351.0,326.0,37653.0,5744.0,1588.0,,839828.0,1.0,928.94,0.0237,24.0
SjvPLFKCse,,LinkedIn,,7OLKVxKOIjAzKC8RFApjBhwZdFRUhS,,01:17,Tuesday,Tokyo,979509.0,380.0,34612.0,3284.0,3601.0,44.0,298314.0,1.0,135.44,0.5017,78.0
f4ualG0Zgw,bTQADm,TikTok,Poll,Spliaz9Pg6Xed3A5ZalI5EvOW3PSylew2MUD0pQ8QSZCFJWzKjudauScxNmnnjNvmzxp8wVNLd6yOmFoxxz4tUmIW8,#tvkqnsav #mxffnocpk #ttfvkq,23:41,Monday,London,170947.0,1965.0,5941.0,4861.0,2427.0,1930.0,190357.0,0.0,993.1,0.5894,
Jtmv9pjlTY,I7355Y,LinkedIn,Poll,R6cqsPIKcDtI8mU1d1I2fycV7ulMwsAveGEBs9E7y9mc2HSJ4CDMEjhR25xzQ06LXBrVh4DZFv2,#puxyx,15:31,Thursday,New York,82300.0,2262.0,33154.0,226.0,2031.0,866.0,602069.0,0.0,824.89,0.5688,6.0
HNWbviGUQZ,moQw31,TikTok,Text,q86Ci2tp2HB3YRMcDL9aHXsAvPd2s4FCH,#ajqaimpatp,06:46,Friday,Toronto,119278.0,850.0,27896.0,,2250.0,792.0,96620.0,,801.12,0.2048,98.0
AGlDvfGlpN,75sK3r,Twitter,Video,Dw1dNsjumshjDPDCQ4gIspnJaGZWqYHJlQ1BSdqKnJY5CxGe6iQLqdqQW97BNNixMqqXlQHuor67sk7CEi8YSHpLcxmaV,#qpzsejfin #njbpwltntl #gpybehlo #pbju,21:16,Sunday,New York,229537.0,3781.0,24995.0,6200.0,3901.0,1849.0,131225.0,1.0,743.62,0.7336,14.0
jP0YsiWLwm,HDHi8j,Twitter,Poll,pLxbARZHKZtWxj2AGKouvgf6kF8dxoDB5j5FpQ5KeHbfXnkaJNFlsbp0PrLP4SSXRJWFjp4yD,,05:47,Wednesday,Berlin,925198.0,3664.0,33247.0,1567.0,4130.0,498.0,24049.0,0.0,200.44,0.3661,96.0
Iw1m0TjvgM,Z8xQnA,TikTok,Video,,#oqxueiiudk #bocmfe,00:36,Sunday,New York,66263.0,1910.0,24696.0,2035.0,1923.0,1828.0,922307.0,1.0,83.12,0.1876,13.0
X62bXKrs4L,4Glxfd,TikTok,Image,m6zb4xPJF2MdihcWeMQPmOpeoNaimHgboVHhBTRzF7B4z6GXhx2j7XixUyY,,18:45,Monday,Berlin,833436.0,964.0,15351.0,3818.0,536.0,58.0,735425.0,0.0,709.28,0.1512,44.0
4T5ncteUnz,rAtMC1,Facebook,Video,MgeCvbMb0jvHsNrBEWPP0b20dO73mgg5HJf58kPJP5hgroVwVan3v8gSx1a8nlAYhFmEWR9oMXCeJ94hFt9mMYcb3UhQdx,#kcussx #wbivckla #puwjlskn,13:44,Saturday,London,50466.0,1645.0,31875.0,6230.0,3541.0,324.0,116289.0,1.0,621.57,0.5912,72.0
acfhQgYj9w,TpMyy4,TikTok,Image,DB4OccIcPwTYv4P7ZbKTwor2NZTmLSzHLHYJYej5otJgyWdOPQTOiTYQWfP68wn2b6cH9LZd4vZCnx5ikVohtzb5c,#nxacrej #mwjovqvl #hmlrm,09:28,Friday,,532820.0,3751.0,41423.0,5375.0,3242.0,1239.0,516414.0,0.0,610.71,0.0238,85.0
E6aIxQSRME,MMkuVi,Instagram,Text,Aw91quCo6pc8VyEjbzqQkEyqVBwfiqiYHuNtSuawWrmjxoYtqhFFeDDfcF5hmbXY5S8bRMhTCn5pUzlUECer3E6,#qjzznu #jvwxzgfbbz #zqhicanok,17:29,Saturday,Sydney,552927.0,4043.0,47968.0,2667.0,4753.0,,371191.0,1.0,294.82,0.6448,14.0
KbPUj5bEek,6lPXa4,Facebook,Story,E793FGT9vV6ZBDv9PEDGssJJwvx8I,#syciyfjmc #zdmjarw #xyr #owhahpmm,09:39,Friday,Mumbai,213871.0,2725.0,25668.0,339.0,3188.0,1548.0,928750.0,0.0,749.73,0.9661,99.0
8PYDARlXto,AFO3Pg,TikTok,Poll,,#optezjtd,07:44,Saturday,,546857.0,4349.0,25725.0,1617.0,956.0,222.0,341353.0,1.0,568.92,,33.0
c3WEUh8pLt,APklSM,Facebook,Text,1621LXYOfuiZZA1gi8yPxaNNAsklPxZuagW5fNAhRwnnvfClvN97VNxS1ABefnLCNyKXJRyY8UI,,21:07,,Tokyo,895901.0,1987.0,39015.0,8194.0,1294.0,397.0,,1.0,390.95,0.9122,85.0
aosIlQ55n2,,TikTok,Text,SU5sdMD4foR9vBhbHlm5O59EiAOsFs8,#ykshsge #vsdfv #drhywv,05:55,Saturday,Sydney,163011.0,4272.0,43706.0,540.0,,1460.0,77496.0,0.0,487.59,0.9685,89.0
LbW7D7em8g,4TFdZw,Instagram,Poll,JhEtfrVWkdOzTMX239jGmMPaOiEoYYZ41N9fEtwYshtuOauJq,#umzcnpcxoh #hgecrol #frpamkmirl #vwznmzm,21:16,Tuesday,New York,156868.0,1257.0,,8035.0,87.0,1808.0,37007.0,,73.39,0.672,65.0
zOXU0Y9iwd,BM62vv,Facebook,Poll,ppOSpboHqZRUXZvAHNXoVUwJvuFh1oMrXUVLJ0l0JV4ZCu3CAqfOm4FwAUMeHexoQFgEuT,#vlnasx #kztnwuf,23:34,Saturday,Mumbai,732733.0,1548.0,7146.0,1350.0,1338.0,,595144.0,0.0,801.99,0.3442,63.0
iNpei12zPw,EM5P6O,LinkedIn,Poll,LSmcGgG3sphtIRg1Ee0tjpERt3f9M6yqxNnUqMsO44DMyxouOi7n3YyEBgdbizrf6e7Ffe6oqWlmCLFKEc,#whkojdtam #coqdqraz #dicfaqluma #iarltpga,11:43,Tuesday,Sydney,303239.0,1137.0,40348.0,6310.0,2926.0,1842.0,462470.0,,801.36,0.8146,72.0
Anrq8GMJty,aG8hU4,Twitter,Image,vpACqelhMEFo4ZYSZzn5g9Q0BbzM4LJnNu8dRUBZ4N9,#qzw #qosjnaqw #zzwiw #qqaebybc #jpiaej,19:35,Monday,Berlin,207556.0,2958.0,30482.0,,2894.0,,830828.0,0.0,601.88,0.0197,96.0
Rxobop79lo,duMmFi,LinkedIn,Story,LT2SwLydIMckHo0LJKRl3DuDWu5XmMAOUqhnIs4o,#xbv #cmpnnle #nzyknzvhi #htbea,04:23,Wednesday,Toronto,368509.0,2598.0,2971.0,2310.0,4201.0,1921.0,54731.0,0.0,311.74,,100.0
iB4UmxAQE3,QuemQV,LinkedIn,Video,krRjaX5QaGcMfxiialU36nCrS4WXRh7pgPqcHNbpu6sZ,#qqe #gyjok #cnjs #jcbe,,Monday,Mumbai,916775.0,3421.0,3606.0,1636.0,3294.0,1879.0,407696.0,1.0,697.48,0.434,83.0
rJnC1DBXSx,HVulBr,Twitter,Video,Yb9cSz0Bz26GHAYxSAEQQLx6192AKkYjCCRQ7NWjnmrIShY8FiDXfUTeOLqVrEz9p3xlzCFwwrTOmNmQ,#lvizgh #bhmeq #qupkkot,13:51,Monday,Berlin,589954.0,2256.0,34999.0,3741.0,,6.0,963772.0,0.0,656.17,0.2412,39.0
Lr6yxkbX9j,f7jnhU,LinkedIn,,daiAE6AjmiVD8Fy1InCeMCYbrm4W1yALRuCiw5dZvcKRn1X1aqokZ2t82oTS8XpyvREh3cbnp0Ez8tLUq8TaigkHuRjBQj,#darljax #rrmvl #qkobwjupg #ybkgiq,17:21,Saturday,Toronto,111477.0,1386.0,34736.0,4259.0,1931.0,1700.0,138273.0,1.0,284.32,0.3482,20.0
HExh2iDmml,fQ1nHb,LinkedIn,Poll,OlToVvxPVV8tt6fBlnkFeeY0vRfcQBPM14zxRf,#qutjurn #kdijkpjz #utcoece #msw #fnbgcpozcr,23:49,Wednesday,London,864305.0,4665.0,42416.0,4249.0,2531.0,1415.0,380888.0,0.0,,,38.0
MuIYNidm4y,ioqWJV,Instagram,Story,lLPLv5mfbTbEVFNMiO1TLXiuuyrmmmaQa8RFLPTDCGlvH1MwxfBWqUPGx7XO8ot2qUASzPPd09zS3x6CeSKn7oGP1luZiAo,#zxh #aufabuqibo #zdiyfga,22:26,Thursday,Sydney,724472.0,3607.0,,1578.0,4193.0,,828750.0,1.0,164.1,0.7909,63.0
eenvhV3qmW,lZElHP,LinkedIn,Image,qSowUnY9oAU4WMdKCOwc5PdTjVrazgprjkzxLnrCjt6dA,#lssu #oke,08:24,Sunday,London,397299.0,1645.0,44094.0,5168.0,4349.0,894.0,784403.0,,512.49,0.1887,44.0
OkDyLPjsvG,NcinwT,Instagram,Poll,2EAJGt7RQAPO3pXybYGlzFlCV8LLaugdMW4a1v001r31X44jrms07e08ru4of7,#dksbeuhvk #gfb #ljuoqg,02:15,Monday,London,909057.0,2182.0,6041.0,7061.0,848.0,1721.0,710924.0,,884.13,0.8103,44.0
AoNtOTgnhA,8iSMLG,TikTok,Story,wRmDSjhvbAwmrnKqX69rnw0f6AcGOMhc3HvWIBBPyEnNTVklaKsEWF5yRyBPUj,#oyyuyao #efvkt #tcgx,00:28,Tuesday,,90534.0,2348.0,45775.0,6159.0,,657.0,762797.0,1.0,702.54,,56.0
RutUK6MQKd,qJzumP,Facebook,Text,aRNhM1rFne8u0865ndFjpXHXfJKBzF22q17kNG5NEbYkgo32ESSMTgNU3vBgjIIZZ5VmaYbksI3EUmW4,#wbqxhwzeyh #xyomqddzyt #kudujqd #cwgvnne,06:31,Saturday,Paris,483033.0,2233.0,11450.0,2627.0,1049.0,575.0,195696.0,0.0,758.46,0.1984,27.0
wdsewe1I8J,JomJIy,Instagram,Video,OSj7Mok1yaiuzcEoKZ33wg6zOaUfTBwpAbVxfAc9rZes5HCYzRR,#cunsdshqc #xhubk #gnvdnuahg,05:21,Monday,Mumbai,761931.0,1370.0,32222.0,9717.0,1474.0,934.0,168189.0,0.0,718.1,,60.0
FbtqG01e69,93y5qu,Instagram,Story,qijkNQhNo7jXvKq7aQq5dMap,#rwvzsd #cjqxulgv #ykjalrdhr #equjfszrld,02:09,Saturday,New York,702258.0,1661.0,32848.0,626.0,317.0,1605.0,139501.0,1.0,249.46,0.8199,12.0
QkAmGA7jUK,IfN7cQ,Facebook,Video,kFloGwPAfzKUPlTGQXeuMZFXYKaFDxRM5c7ZHihGaWWShF9RwrdZhXk,#ncnbskesaq #fca,19:21,Tuesday,Tokyo,658712.0,4822.0,1676.0,9710.0,1352.0,1566.0,862548.0,1.0,74.1,0.6189,80.0
G0Syq757kM,IW5vEq,TikTok,Poll,5atU9IwpoRAPAXlly5Y6IEJMjpCExS6L6uhNBzfEMHAz,#cvjblw #mzdpyterbm #hff #hziwiqrss #zhhiqfzjb,10:40,Friday,Mumbai,638940.0,4961.0,20782.0,9798.0,1395.0,1100.0,727240.0,1.0,825.71,0.5867,58.0
U9U1Bg2i3e,,Twitter,Story,fIwMEHKy2kGYRnr0ghamvAqK7QGb4hYxYtQXF9BwuHZKSpQTLzFtpU3tgyiA4USIV9VEcrNqluk,#talvvsgin #sbjkcrqoda #jtpvvywwp #iicr,07:49,Monday,Tokyo,,4973.0,31778.0,2426.0,3823.0,1606.0,230774.0,0.0,805.7,0.3536,28.0
vqKJGKd7WD,8iXegQ,Instagram,,ZnQU1snblQ7ClEgQ8z2GOuyF6i2S79uuBycnQd5YFoW93Vx6gkLhJwLU0OBruLYBtOO5V9xcooFps8GMnKxgGKg5rXH2DaG6JvWE,#bowciikvj #bkxvs #qwk #vsbagbl #nvxyfw,14:01,Saturday,Sydney,751508.0,3754.0,45505.0,9031.0,3565.0,274.0,351937.0,1.0,998.34,0.5085,90.0
,FxnnVz,Twitter,Text,Mz9iFgayYiC3zKJXi5HziFq1QsDlvmiMrfW8BDtll2xqZ5Fk31LPIW6uMvCRzg12HNAdGXwdX4xQBPD6GqcBvYlGRpFmaYrGD0id,#skqzcv #ijqgzhp #qggzohtdky #czqm #nigvzep,06:40,Friday,Berlin,806662.0,4888.0,29107.0,7155.0,3415.0,1853.0,782833.0,0.0,127.43,0.9323,60.0
,0cXo63,Instagram,Video,L8EqDguvFyfyXjhKLO5S88GcSR3rcOJOaiEXtl5YTPrAsCQwuTrNpA1Kw0,#gvtleikm #nad #xbhhrwupl #fumtqukya #hmikg,20:36,Wednesday,Paris,988477.0,,,5029.0,4601.0,461.0,74154.0,0.0,106.18,0.4312,63.0
e5AT9L50JU,baZwNz,TikTok,Poll,HVigi5GsiOxddNaEAHxtKaQ,#nwdvdzjbkw #iiyadmget #rsispvllmy,21:34,Tuesday,Paris,663715.0,2496.0,36337.0,1204.0,3096.0,99.0,819576.0,0.0,568.71,0.5487,37.0
